date,time_minus_12hours,currency,event,impact,datetime,all_day,actual,forecast,currency_strength
 Nov 7,5:30pm,GBP,BOE Monetary Policy Report,High,2024-11-07 17:30:00,False,,,
 Nov 7,5:30pm,GBP,Monetary Policy Summary,High,2024-11-07 17:30:00,False,,,
 Nov 7,5:30pm,GBP,MPC Official Bank Rate Votes,High,2024-11-07 17:30:00,False,0-8-1,0-8-1,
 Nov 7,5:30pm,GBP,Official Bank Rate,High,2024-11-07 17:30:00,False,4.75%,4.75%,
 Nov 7,6:00pm,GBP,BOE Gov Bailey Speaks,High,2024-11-07 18:00:00,False,,,
 Nov 7,7:00pm,USD,Unemployment Claims,High,2024-11-07 19:00:00,False,221K,223K,
 Nov 7,7:00pm,USD,Prelim Nonfarm Productivity q/q,Low,2024-11-07 19:00:00,False,2.2%,2.6%,better
 Nov 7,7:00pm,USD,Prelim Unit Labor Costs q/q,Low,2024-11-07 19:00:00,False,1.9%,1.1%,better
 Nov 7,7:30pm,CAD,Gov Council Member Kozicki Speaks,Low,2024-11-07 19:30:00,False,,,
 Nov 7,8:30pm,USD,Final Wholesale Inventories m/m,Low,2024-11-07 20:30:00,False,-0.2%,-0.1%,better
 Nov 7,8:30pm,USD,Mortgage Delinquencies,Low,2024-11-07 20:30:00,False,3.92%,,
 Nov 7,9:00pm,USD,Natural Gas Storage,Low,2024-11-07 21:00:00,False,69B,67B,
 Nov 8,12:30am,USD,Federal Funds Rate,High,2024-11-08 00:30:00,False,4.75%,4.75%,
 Nov 8,12:30am,USD,FOMC Statement,High,2024-11-08 00:30:00,False,,,
 Nov 8,1:00am,USD,FOMC Press Conference,High,2024-11-08 01:00:00,False,,,
 Nov 8,1:00am,USD,FOMC Member Musalem Speaks,Low,2024-11-08 01:00:00,False,,,
 Nov 8,1:30am,USD,Consumer Credit m/m,Low,2024-11-08 01:30:00,False,6.0B,12.2B,worse
 Nov 8,5:00am,JPY,Household Spending y/y,Low,2024-11-08 05:00:00,False,-1.1%,-1.8%,better
 Nov 8,10:30am,JPY,Leading Indicators,Low,2024-11-08 10:30:00,False,109.4%,108.9%,better
 Nov 8,1:15pm,EUR,French Trade Balance,Low,2024-11-08 13:15:00,False,-8.3B,-7.0B,worse
 Nov 8,1:30pm,CHF,Gov Board Member Martin Speaks,Low,2024-11-08 13:30:00,False,,,
 Nov 8,1:40pm,CHF,SECO Consumer Climate,Low,2024-11-08 13:40:00,False,-37,-33,worse
 Nov 8,2:30pm,EUR,Italian Industrial Production m/m,Low,2024-11-08 14:30:00,False,-0.4%,-0.4%,
 Nov 8,4:30pm,EUR,Italian Retail Sales m/m,Low,2024-11-08 16:30:00,False,1.2%,0.2%,better
 Nov 8,4:40pm,CAD,Gov Council Member Gravelle Speaks,Low,2024-11-08 16:40:00,False,,,
 Nov 8,5:45pm,GBP,MPC Member Pill Speaks,Low,2024-11-08 17:45:00,False,,,
 Nov 8,7:00pm,CAD,Employment Change,High,2024-11-08 19:00:00,False,14.5K,27.9K,worse
 Nov 8,7:00pm,CAD,Unemployment Rate,High,2024-11-08 19:00:00,False,6.5%,6.6%,better
 Nov 8,8:30pm,USD,Prelim UoM Consumer Sentiment,Medium,2024-11-08 20:30:00,False,73.0,71.0,better
 Nov 8,8:30pm,USD,Prelim UoM Inflation Expectations,Medium,2024-11-08 20:30:00,False,2.6%,,
 Nov 8,9:30pm,USD,FOMC Member Bowman Speaks,Low,2024-11-08 21:30:00,False,,,
 Nov 9,7:00am,CNY,CPI y/y,Medium,2024-11-09 07:00:00,False,0.3%,0.4%,worse
 Nov 9,7:00am,CNY,PPI y/y,Medium,2024-11-09 07:00:00,False,-2.9%,-2.5%,worse
 Nov 9,9:05pm,EUR,ECB President Lagarde Speaks,Medium,2024-11-09 21:05:00,False,,,
 Nov 11,5:20am,JPY,Bank Lending y/y,Low,2024-11-11 05:20:00,False,2.7%,2.7%,
 Nov 11,5:20am,JPY,BOJ Summary of Opinions,Low,2024-11-11 05:20:00,False,,,
 Nov 11,5:20am,JPY,Current Account,Low,2024-11-11 05:20:00,False,1.27T,2.80T,worse
 Nov 11,7:30am,NZD,Inflation Expectations q/q,High,2024-11-11 07:30:00,False,2.12%,,
 Nov 11,10:30am,JPY,Economy Watchers Sentiment,Low,2024-11-11 10:30:00,False,47.5,47.2,
 Nov 11,All Day,EUR,French Bank Holiday,None,2024-11-11 00:00:00,True,,,
 Nov 11,2:01pm,CNY,M2 Money Supply y/y,Low,2024-11-11 14:01:00,False,7.5%,7.0%,better
 Nov 11,2:02pm,CNY,New Loans,Medium,2024-11-11 14:02:00,False,500B,770B,worse
 Nov 11,All Day,CAD,Bank Holiday,None,2024-11-11 00:00:00,True,,,
 Nov 11,All Day,USD,Bank Holiday,None,2024-11-11 00:00:00,True,,,
 Nov 11,8:00pm,GBP,CB Leading Index m/m,Low,2024-11-11 20:00:00,False,-0.1%,,
 Nov 12,5:00am,AUD,Westpac Consumer Sentiment,Low,2024-11-12 05:00:00,False,5.3%,,
 Nov 12,5:20am,JPY,M2 Money Stock y/y,Low,2024-11-12 05:20:00,False,1.2%,1.5%,worse
 Nov 12,6:00am,AUD,NAB Business Confidence,Low,2024-11-12 06:00:00,False,5,,
 Nov 12,11:29am,JPY,Prelim Machine Tool Orders y/y,Low,2024-11-12 11:29:00,False,9.3%,,
 Nov 12,12:30pm,EUR,German Final CPI m/m,Low,2024-11-12 12:30:00,False,0.4%,0.4%,
 Nov 12,12:30pm,GBP,Claimant Count Change,High,2024-11-12 12:30:00,False,26.7K,30.5K,better
 Nov 12,12:30pm,GBP,Average Earnings Index 3m/y,Medium,2024-11-12 12:30:00,False,4.3%,3.9%,better
 Nov 12,12:30pm,GBP,Unemployment Rate,Low,2024-11-12 12:30:00,False,4.3%,4.1%,worse
 Nov 12,2:30pm,GBP,MPC Member Pill Speaks,Low,2024-11-12 14:30:00,False,,,
 Nov 12,3:30pm,EUR,German ZEW Economic Sentiment,Medium,2024-11-12 15:30:00,False,7.4,13.2,worse
 Nov 12,3:30pm,EUR,ZEW Economic Sentiment,Low,2024-11-12 15:30:00,False,12.5,20.5,worse
 Nov 12,4:25pm,USD,NFIB Small Business Index,Low,2024-11-12 16:25:00,False,93.7,91.9,better
 Nov 12,7:00pm,CAD,Building Permits m/m,Low,2024-11-12 19:00:00,False,11.5%,2.9%,better
 Nov 12,8:15pm,USD,Cleveland Fed Inflation Expectations,Low,2024-11-12 20:15:00,False,3.8%,,
 Nov 12,8:30pm,USD,FOMC Member Waller Speaks,Medium,2024-11-12 20:30:00,False,,,
 Nov 12,8:36pm,USD,RCM/TIPP Economic Optimism,Low,2024-11-12 20:36:00,False,53.2,47.3,better
 Nov 12,8:45pm,USD,FOMC Member Barkin Speaks,Low,2024-11-12 20:45:00,False,,,
 Nov 13,12:30am,USD,FOMC Member Kashkari Speaks,Low,2024-11-13 00:30:00,False,,,
 Nov 13,12:30am,USD,Loan Officer Survey,Low,2024-11-13 00:30:00,False,,,
 Nov 13,3:15am,NZD,Visitor Arrivals m/m,Low,2024-11-13 03:15:00,False,1.1%,,
 Nov 13,3:30am,USD,FOMC Member Harker Speaks,Medium,2024-11-13 03:30:00,False,,,
 Nov 13,4:00am,USD,FOMC Member Barkin Speaks,Low,2024-11-13 04:00:00,False,,,
 Nov 13,5:20am,JPY,PPI y/y,Low,2024-11-13 05:20:00,False,3.4%,2.9%,better
 Nov 13,6:00am,AUD,Wage Price Index q/q,High,2024-11-13 06:00:00,False,0.8%,0.9%,worse
 Nov 13,9:05am,JPY,30-y Bond Auction,Low,2024-11-13 09:05:00,False,2.27|3.4,,
 Nov 13,3:15pm,GBP,MPC Member Mann Speaks,Low,2024-11-13 15:15:00,False,,,
 Nov 13,4:05pm,EUR,German 10-y Bond Auction,Low,2024-11-13 16:05:00,False,2.38|2.3,,
 Nov 13,7:00pm,USD,Core CPI m/m,High,2024-11-13 19:00:00,False,0.3%,0.3%,
 Nov 13,7:00pm,USD,CPI m/m,High,2024-11-13 19:00:00,False,0.2%,0.2%,
 Nov 13,7:00pm,USD,CPI y/y,High,2024-11-13 19:00:00,False,2.6%,2.6%,
 Nov 13,7:10pm,USD,FOMC Member Kashkari Speaks,Low,2024-11-13 19:10:00,False,,,
 Nov 13,8:15pm,USD,FOMC Member Logan Speaks,Low,2024-11-13 20:15:00,False,,,
 Nov 13,11:30pm,USD,FOMC Member Musalem Speaks,Low,2024-11-13 23:30:00,False,,,
 Nov 14,12:00am,USD,FOMC Member Schmid Speaks,Low,2024-11-14 00:00:00,False,,,
 Nov 14,12:30am,USD,Federal Budget Balance,Low,2024-11-14 00:30:00,False,-257.5B,-226.4B,worse
 Nov 14,3:15am,NZD,FPI m/m,Low,2024-11-14 03:15:00,False,-0.9%,,
 Nov 14,4:30am,AUD,RBA Gov Bullock Speaks,High,2024-11-14 04:30:00,False,,,
 Nov 14,5:30am,AUD,MI Inflation Expectations,Low,2024-11-14 05:30:00,False,3.8%,,
 Nov 14,5:31am,GBP,RICS House Price Balance,Low,2024-11-14 05:31:00,False,16%,12%,better
 Nov 14,6:00am,AUD,Employment Change,High,2024-11-14 06:00:00,False,15.9K,25.2K,worse
 Nov 14,6:00am,AUD,Unemployment Rate,High,2024-11-14 06:00:00,False,4.1%,4.1%,
 Nov 14,3:30pm,EUR,Flash Employment Change q/q,Low,2024-11-14 15:30:00,False,0.2%,0.2%,
 Nov 14,3:30pm,EUR,Flash GDP q/q,Low,2024-11-14 15:30:00,False,0.4%,0.4%,
 Nov 14,3:30pm,EUR,Industrial Production m/m,Low,2024-11-14 15:30:00,False,-2.0%,-1.3%,worse
 Nov 14,5:30pm,USD,FOMC Member Kugler Speaks,Low,2024-11-14 17:30:00,False,,,
 Nov 14,6:00pm,EUR,ECB Monetary Policy Meeting Accounts,Low,2024-11-14 18:00:00,False,,,
 Nov 14,6:30pm,GBP,MPC Member Mann Speaks,Low,2024-11-14 18:30:00,False,,,
 Nov 14,7:00pm,USD,Core PPI m/m,High,2024-11-14 19:00:00,False,0.3%,0.3%,
 Nov 14,7:00pm,USD,PPI m/m,High,2024-11-14 19:00:00,False,0.2%,0.2%,
 Nov 14,7:00pm,USD,Unemployment Claims,High,2024-11-14 19:00:00,False,217K,224K,better
 Nov 14,7:30pm,USD,FOMC Member Barkin Speaks,Low,2024-11-14 19:30:00,False,,,
 Nov 14,9:00pm,USD,Natural Gas Storage,Low,2024-11-14 21:00:00,False,42B,34B,worse
 Nov 14,9:30pm,USD,Crude Oil Inventories,Medium,2024-11-14 21:30:00,False,2.1M,0.4M,worse
 Nov 15,12:30am,EUR,ECB President Lagarde Speaks,Medium,2024-11-15 00:30:00,False,,,
 Nov 15,1:30am,USD,Fed Chair Powell Speaks,High,2024-11-15 01:30:00,False,,,
 Nov 15,2:13am,GBP,BOE Gov Bailey Speaks,High,2024-11-15 02:13:00,False,,,
 Nov 15,2:30am,USD,Treasury Currency Report,Medium,2024-11-15 02:30:00,False,,,
 Nov 15,2:45am,USD,FOMC Member Williams Speaks,Low,2024-11-15 02:45:00,False,,,
 Nov 15,3:00am,NZD,BusinessNZ Manufacturing Index,Low,2024-11-15 03:00:00,False,45.8,,
 Nov 15,5:20am,JPY,Prelim GDP Price Index y/y,Low,2024-11-15 05:20:00,False,2.5%,2.8%,worse
 Nov 15,5:20am,JPY,Prelim GDP q/q,Low,2024-11-15 05:20:00,False,0.2%,0.2%,
 Nov 15,7:00am,CNY,New Home Prices m/m,Low,2024-11-15 07:00:00,False,-0.51%,,
 Nov 15,7:30am,CNY,Industrial Production y/y,Medium,2024-11-15 07:30:00,False,5.3%,5.5%,
 Nov 15,7:30am,CNY,Retail Sales y/y,Medium,2024-11-15 07:30:00,False,4.8%,3.8%,better
 Nov 15,7:30am,CNY,Fixed Asset Investment ytd/y,Low,2024-11-15 07:30:00,False,3.4%,3.5%,
 Nov 15,7:30am,CNY,NBS Press Conference,Low,2024-11-15 07:30:00,False,,,
 Nov 15,7:30am,CNY,Unemployment Rate,Low,2024-11-15 07:30:00,False,5.0%,5.1%,better
 Nov 15,10:00am,JPY,Revised Industrial Production m/m,Low,2024-11-15 10:00:00,False,1.6%,1.4%,better
 Nov 15,10:00am,JPY,Tertiary Industry Activity m/m,Low,2024-11-15 10:00:00,False,-0.2%,0.2%,worse
 Nov 15,12:30pm,EUR,German WPI m/m,Low,2024-11-15 12:30:00,False,0.4%,0.1%,better
 Nov 15,12:30pm,GBP,GDP m/m,High,2024-11-15 12:30:00,False,-0.1%,0.2%,worse
 Nov 15,12:30pm,GBP,Prelim GDP q/q,Medium,2024-11-15 12:30:00,False,0.1%,0.2%,worse
 Nov 15,12:30pm,GBP,Construction Output m/m,Low,2024-11-15 12:30:00,False,0.1%,0.3%,
 Nov 15,12:30pm,GBP,Goods Trade Balance,Low,2024-11-15 12:30:00,False,-16.3B,-15.7B,worse
 Nov 15,12:30pm,GBP,Index of Services 3m/3m,Low,2024-11-15 12:30:00,False,0.1%,0.2%,worse
 Nov 15,12:30pm,GBP,Industrial Production m/m,Low,2024-11-15 12:30:00,False,-0.5%,0.1%,worse
 Nov 15,12:30pm,GBP,Manufacturing Production m/m,Low,2024-11-15 12:30:00,False,-1.0%,0.0%,worse
 Nov 15,12:30pm,GBP,Prelim Business Investment q/q,Low,2024-11-15 12:30:00,False,1.2%,0.6%,better
 Nov 15,1:00pm,CHF,PPI m/m,Low,2024-11-15 13:00:00,False,-0.3%,0.1%,worse
 Nov 15,1:15pm,EUR,French Final CPI m/m,Low,2024-11-15 13:15:00,False,0.3%,0.2%,better
 Nov 15,3:23pm,CNY,Foreign Direct Investment ytd/y,Low,2024-11-15 15:23:00,False,-29.8%,,
 Nov 15,3:28pm,EUR,Italian Trade Balance,Low,2024-11-15 15:28:00,False,2.58B,2.55B,
 Nov 15,3:30pm,EUR,EU Economic Forecasts,Low,2024-11-15 15:30:00,False,,,
 Nov 15,6:50pm,GBP,NIESR GDP Estimate,Low,2024-11-15 18:50:00,False,0.1%,,
 Nov 15,7:00pm,CAD,Manufacturing Sales m/m,Low,2024-11-15 19:00:00,False,-0.5%,-0.7%,better
 Nov 15,7:00pm,CAD,Wholesale Sales m/m,Low,2024-11-15 19:00:00,False,0.8%,1.0%,worse
 Nov 15,7:00pm,USD,Core Retail Sales m/m,High,2024-11-15 19:00:00,False,0.1%,0.3%,worse
 Nov 15,7:00pm,USD,Retail Sales m/m,High,2024-11-15 19:00:00,False,0.4%,0.3%,better
 Nov 15,7:00pm,USD,Empire State Manufacturing Index,Medium,2024-11-15 19:00:00,False,31.2,-0.3,better
 Nov 15,7:00pm,USD,Import Prices m/m,Low,2024-11-15 19:00:00,False,0.3%,-0.1%,better
 Nov 15,7:30pm,USD,FOMC Member Collins Speaks,Low,2024-11-15 19:30:00,False,,,
 Nov 15,7:45pm,USD,Capacity Utilization Rate,Low,2024-11-15 19:45:00,False,77.1%,77.1%,
 Nov 15,7:45pm,USD,Industrial Production m/m,Low,2024-11-15 19:45:00,False,-0.3%,-0.3%,
 Nov 15,8:30pm,USD,Business Inventories m/m,Low,2024-11-15 20:30:00,False,0.1%,0.2%,better
 Nov 15,9:00pm,AUD,CB Leading Index m/m,Low,2024-11-15 21:00:00,False,0.3%,,
 Nov 15,11:45pm,USD,FOMC Member Williams Speaks,Low,2024-11-15 23:45:00,False,,,
 Nov 16,12:35am,USD,FOMC Member Goolsbee Speaks,Low,2024-11-16 00:35:00,False,,,
 Nov 16,1:30am,USD,FOMC Member Barkin Speaks,Low,2024-11-16 01:30:00,False,,,
 Nov 18,3:00am,NZD,BusinessNZ Services Index,Low,2024-11-18 03:00:00,False,46.0,,
 Nov 18,3:15am,NZD,PPI Input q/q,Low,2024-11-18 03:15:00,False,1.9%,1.0%,better
 Nov 18,3:15am,NZD,PPI Output q/q,Low,2024-11-18 03:15:00,False,1.5%,0.9%,better
 Nov 18,5:20am,JPY,Core Machinery Orders m/m,Low,2024-11-18 05:20:00,False,-0.7%,1.4%,worse
 Nov 18,5:31am,GBP,Rightmove HPI m/m,Low,2024-11-18 05:31:00,False,-1.4%,,
 Nov 18,6:35am,JPY,BOJ Gov Ueda Speaks,High,2024-11-18 06:35:00,False,,,
 Nov 18,12:00pm,AUD,RBA Assist Gov Kent Speaks,Low,2024-11-18 12:00:00,False,,,
 Nov 18,1:30pm,EUR,German Buba President Nagel Speaks,Low,2024-11-18 13:30:00,False,,,
 Nov 18,3:30pm,EUR,Trade Balance,Low,2024-11-18 15:30:00,False,13.6B,7.9B,better
 Nov 18,6:45pm,CAD,Housing Starts,Low,2024-11-18 18:45:00,False,241K,239K,
 Nov 18,7:00pm,CAD,Foreign Securities Purchases,Low,2024-11-18 19:00:00,False,29.30B,10.50B,better
 Nov 18,8:30pm,USD,FOMC Member Goolsbee Speaks,Low,2024-11-18 20:30:00,False,,,
 Nov 18,8:30pm,USD,NAHB Housing Market Index,Low,2024-11-18 20:30:00,False,46,42,better
 Nov 18,Day 1,All,G20 Meetings,Medium,2024-11-18 00:00:00,False,,,
 Nov 19,12:00am,EUR,ECB President Lagarde Speaks,Medium,2024-11-19 00:00:00,False,,,
 Nov 19,12:00am,GBP,MPC Member Greene Speaks,Low,2024-11-19 00:00:00,False,,,
 Nov 19,2:30am,USD,TIC Long-Term Purchases,Low,2024-11-19 02:30:00,False,216.1B,114.3B,better
 Nov 19,6:00am,AUD,Monetary Policy Meeting Minutes,Medium,2024-11-19 06:00:00,False,,,
 Nov 19,12:30pm,CHF,Trade Balance,Low,2024-11-19 12:30:00,False,8.06B,4.25B,better
 Nov 19,2:30pm,EUR,Current Account,Low,2024-11-19 14:30:00,False,37.0B,27.0B,better
 Nov 19,3:30pm,EUR,Final Core CPI y/y,Low,2024-11-19 15:30:00,False,2.7%,2.7%,
 Nov 19,3:30pm,EUR,Final CPI y/y,Low,2024-11-19 15:30:00,False,2.0%,2.0%,
 Nov 19,3:30pm,GBP,Monetary Policy Report Hearings,High,2024-11-19 15:30:00,False,,,
 Nov 19,4:30pm,EUR,German Buba Monthly Report,Low,2024-11-19 16:30:00,False,,,
 Nov 19,7:00pm,CAD,CPI m/m,High,2024-11-19 19:00:00,False,0.4%,0.3%,better
 Nov 19,7:00pm,CAD,Median CPI y/y,High,2024-11-19 19:00:00,False,2.5%,2.4%,better
 Nov 19,7:00pm,CAD,Trimmed CPI y/y,High,2024-11-19 19:00:00,False,2.6%,2.4%,better
 Nov 19,7:00pm,CAD,Common CPI y/y,Medium,2024-11-19 19:00:00,False,2.2%,2.1%,better
 Nov 19,7:00pm,CAD,Core CPI m/m,Low,2024-11-19 19:00:00,False,0.4%,,
 Nov 19,7:00pm,USD,Building Permits,Medium,2024-11-19 19:00:00,False,1.42M,1.44M,
 Nov 19,7:00pm,USD,Housing Starts,Low,2024-11-19 19:00:00,False,1.31M,1.34M,worse
 Nov 19,8:26pm,NZD,GDT Price Index,Low,2024-11-19 20:26:00,False,1.9%,,
 Nov 19,Day 2,All,G20 Meetings,Medium,2024-11-19 00:00:00,False,,,
 Nov 19,11:40pm,USD,FOMC Member Schmid Speaks,Low,2024-11-19 23:40:00,False,,,
 Nov 20,5:00am,AUD,MI Leading Index m/m,Low,2024-11-20 05:00:00,False,0.2%,,
 Nov 20,5:20am,JPY,Trade Balance,Low,2024-11-20 05:20:00,False,-0.36T,-0.15T,worse
 Nov 20,6:30am,CNY,1-y Loan Prime Rate,Medium,2024-11-20 06:30:00,False,3.10%,3.10%,
 Nov 20,6:30am,CNY,5-y Loan Prime Rate,Medium,2024-11-20 06:30:00,False,3.60%,3.60%,
 Nov 20,12:30pm,EUR,German PPI m/m,Low,2024-11-20 12:30:00,False,0.2%,0.2%,
 Nov 20,12:30pm,GBP,CPI y/y,High,2024-11-20 12:30:00,False,2.3%,2.2%,better
 Nov 20,12:30pm,GBP,Core CPI y/y,Low,2024-11-20 12:30:00,False,3.3%,3.1%,better
 Nov 20,12:30pm,GBP,PPI Input m/m,Low,2024-11-20 12:30:00,False,0.1%,0.5%,worse
 Nov 20,12:30pm,GBP,PPI Output m/m,Low,2024-11-20 12:30:00,False,0.0%,-0.1%,
 Nov 20,12:30pm,GBP,RPI y/y,Low,2024-11-20 12:30:00,False,3.4%,3.4%,
 Nov 20,2:30pm,EUR,ECB Financial Stability Review,Medium,2024-11-20 14:30:00,False,,,
 Nov 20,3:00pm,GBP,HPI y/y,Low,2024-11-20 15:00:00,False,2.9%,2.9%,
 Nov 20,4:02pm,EUR,German 30-y Bond Auction,Low,2024-11-20 16:02:00,False,2.55|3.6,,
 Nov 20,6:30pm,EUR,ECB President Lagarde Speaks,Medium,2024-11-20 18:30:00,False,,,
 Nov 20,8:30pm,USD,FOMC Member Barr Speaks,Low,2024-11-20 20:30:00,False,,,
 Nov 20,9:00pm,USD,Crude Oil Inventories,Medium,2024-11-20 21:00:00,False,0.5M,-0.1M,worse
 Nov 20,9:30pm,GBP,MPC Member Ramsden Speaks,Low,2024-11-20 21:30:00,False,,,
 Nov 20,9:30pm,USD,FOMC Member Cook Speaks,Low,2024-11-20 21:30:00,False,,,
 Nov 20,10:45pm,USD,FOMC Member Bowman Speaks,Low,2024-11-20 22:45:00,False,,,
 Nov 21,2:30am,USD,FOMC Member Collins Speaks,Low,2024-11-21 02:30:00,False,,,
 Nov 21,7:30am,NZD,Credit Card Spending y/y,Low,2024-11-21 07:30:00,False,0.3%,,
 Nov 21,10:42am,JPY,BOJ Gov Ueda Speaks,High,2024-11-21 10:42:00,False,,,
 Nov 21,12:30pm,GBP,Public Sector Net Borrowing,Low,2024-11-21 12:30:00,False,17.4B,13.0B,worse
 Nov 21,1:30pm,AUD,RBA Gov Bullock Speaks,High,2024-11-21 13:30:00,False,,,
 Nov 21,4:30pm,GBP,CBI Industrial Order Expectations,Low,2024-11-21 16:30:00,False,-19,-25,better
 Nov 21,7:00pm,CAD,IPPI m/m,Low,2024-11-21 19:00:00,False,1.2%,0.8%,better
 Nov 21,7:00pm,CAD,RMPI m/m,Low,2024-11-21 19:00:00,False,3.8%,2.6%,better
 Nov 21,7:00pm,USD,Unemployment Claims,High,2024-11-21 19:00:00,False,213K,220K,better
 Nov 21,7:00pm,USD,Philly Fed Manufacturing Index,Medium,2024-11-21 19:00:00,False,-5.5,7.4,worse
 Nov 21,7:15pm,USD,FOMC Member Hammack Speaks,Low,2024-11-21 19:15:00,False,,,
 Nov 21,7:30pm,GBP,MPC Member Mann Speaks,Low,2024-11-21 19:30:00,False,,,
 Nov 21,8:30pm,EUR,Consumer Confidence,Low,2024-11-21 20:30:00,False,-14,-13,worse
 Nov 21,8:30pm,USD,Existing Home Sales,Medium,2024-11-21 20:30:00,False,3.96M,3.95M,
 Nov 21,8:30pm,USD,CB Leading Index m/m,Low,2024-11-21 20:30:00,False,-0.4%,-0.3%,worse
 Nov 21,9:00pm,USD,Natural Gas Storage,Low,2024-11-21 21:00:00,False,-3B,2B,better
 Nov 21,10:30pm,CHF,Gov Board Member Tschudin Speaks,Low,2024-11-21 22:30:00,False,,,
 Nov 21,10:55pm,USD,FOMC Member Goolsbee Speaks,Low,2024-11-21 22:55:00,False,,,
 Nov 21,11:00pm,USD,FOMC Member Hammack Speaks,Low,2024-11-21 23:00:00,False,,,
 Nov 22,3:10am,USD,FOMC Member Barr Speaks,Low,2024-11-22 03:10:00,False,,,
 Nov 22,3:30am,AUD,Flash Manufacturing PMI,Low,2024-11-22 03:30:00,False,49.4,,
 Nov 22,3:30am,AUD,Flash Services PMI,Low,2024-11-22 03:30:00,False,49.6,,
 Nov 22,5:00am,JPY,National Core CPI y/y,Low,2024-11-22 05:00:00,False,2.3%,2.2%,better
 Nov 22,5:31am,GBP,GfK Consumer Confidence,Low,2024-11-22 05:31:00,False,-18,-21,better
 Nov 22,6:00am,JPY,Flash Manufacturing PMI,Low,2024-11-22 06:00:00,False,49.0,49.5,worse
 Nov 22,12:30pm,EUR,German Final GDP q/q,Low,2024-11-22 12:30:00,False,0.1%,0.2%,worse
 Nov 22,12:30pm,GBP,Retail Sales m/m,High,2024-11-22 12:30:00,False,-0.7%,-0.3%,worse
 Nov 22,1:45pm,EUR,French Flash Manufacturing PMI,High,2024-11-22 13:45:00,False,43.2,44.6,worse
 Nov 22,1:45pm,EUR,French Flash Services PMI,High,2024-11-22 13:45:00,False,45.7,49.1,worse
 Nov 22,2:00pm,EUR,German Flash Manufacturing PMI,High,2024-11-22 14:00:00,False,43.2,43.1,
 Nov 22,2:00pm,EUR,German Flash Services PMI,High,2024-11-22 14:00:00,False,49.4,51.6,worse
 Nov 22,2:00pm,EUR,ECB President Lagarde Speaks,Medium,2024-11-22 14:00:00,False,,,
 Nov 22,2:30pm,EUR,Flash Manufacturing PMI,Medium,2024-11-22 14:30:00,False,45.2,46.0,worse
 Nov 22,2:30pm,EUR,Flash Services PMI,Medium,2024-11-22 14:30:00,False,49.2,51.6,worse
 Nov 22,3:00pm,GBP,Flash Manufacturing PMI,High,2024-11-22 15:00:00,False,48.6,50.0,worse
 Nov 22,3:00pm,GBP,Flash Services PMI,High,2024-11-22 15:00:00,False,50.0,51.9,worse
 Nov 22,6:10pm,CHF,SNB Chairman Schlegel Speaks,High,2024-11-22 18:10:00,False,,,
 Nov 22,6:30pm,EUR,German Buba President Nagel Speaks,Low,2024-11-22 18:30:00,False,,,
 Nov 22,7:00pm,CAD,Core Retail Sales m/m,High,2024-11-22 19:00:00,False,0.9%,0.3%,better
 Nov 22,7:00pm,CAD,Retail Sales m/m,High,2024-11-22 19:00:00,False,0.4%,0.4%,
 Nov 22,7:00pm,CAD,NHPI m/m,Low,2024-11-22 19:00:00,False,-0.4%,0.1%,worse
 Nov 22,8:15pm,USD,Flash Manufacturing PMI,High,2024-11-22 20:15:00,False,48.8,48.8,
 Nov 22,8:15pm,USD,Flash Services PMI,High,2024-11-22 20:15:00,False,57.0,55.2,better
 Nov 22,8:30pm,USD,Revised UoM Consumer Sentiment,Medium,2024-11-22 20:30:00,False,71.8,74.0,worse
 Nov 22,8:30pm,USD,Revised UoM Inflation Expectations,Low,2024-11-22 20:30:00,False,2.6%,,
 Nov 23,2:30am,USD,FOMC Financial Stability Report,Low,2024-11-23 02:30:00,False,,,
 Nov 23,4:45am,USD,FOMC Member Bowman Speaks,Low,2024-11-23 04:45:00,False,,,
 Nov 25,3:15am,NZD,Retail Sales q/q,Medium,2024-11-25 03:15:00,False,-0.1%,-0.5%,better
 Nov 25,3:15am,NZD,Core Retail Sales q/q,Low,2024-11-25 03:15:00,False,-0.8%,-0.3%,worse
 Nov 25,3:15am,NZD,Trade Balance,Low,2024-11-25 03:15:00,False,-1544M,-1760M,better
 Nov 25,2:30pm,EUR,German ifo Business Climate,Medium,2024-11-25 14:30:00,False,85.7,86.1,worse
 Nov 25,2:30pm,GBP,MPC Member Lombardelli Speaks,Low,2024-11-25 14:30:00,False,,,
 Nov 25,4:00pm,GBP,MPC Member Dhingra Speaks,Low,2024-11-25 16:00:00,False,,,
 Nov 25,7:00pm,CAD,Corporate Profits q/q,Low,2024-11-25 19:00:00,False,-2.5%,,
 Nov 25,7:26pm,EUR,Belgian NBB Business Climate,Low,2024-11-25 19:26:00,False,-11.1,-12.7,better
 Nov 25,7:30pm,CNY,CB Leading Index m/m,Low,2024-11-25 19:30:00,False,-0.3%,,
 Nov 25,11:00pm,EUR,German Buba President Nagel Speaks,Low,2024-11-25 23:00:00,False,,,
 Nov 26,5:20am,JPY,SPPI y/y,Low,2024-11-26 05:20:00,False,2.9%,2.5%,better
 Nov 26,5:31am,GBP,BRC Shop Price Index y/y,Low,2024-11-26 05:31:00,False,-0.6%,,
 Nov 26,10:30am,JPY,BOJ Core CPI y/y,Low,2024-11-26 10:30:00,False,1.5%,1.8%,worse
